date,XON,PG,PFE,WMT,INTC
20100630,-0.05607,-0.01817,-0.06369,-0.049248,-0.09197
20100730,0.045733,0.027706,0.051893,0.064905,0.059126
20100831,-0.002178,-0.024362,0.072667,-0.014602,-0.13483
20100930,0.045339,0.005028,0.079195,0.067411,0.086895
20101029,0.076064,0.068064,0.014269,0.012145,0.044271
20101130,0.05279,-0.039327,-0.053689,-0.001477,0.063092
20101231,0.051179,0.053381,0.074233,0.002635,-0.006026
20110131,0.103392,-0.011164,0.040548,0.039681,0.020447
20110228,0.065568,-0.001267,0.066959,-0.072945,0.00891
20110331,-0.016369,-0.022998,0.055613,0.008369,-0.060084
20110429,0.045763,0.062094,0.032496,0.056292,0.147175
20110531,-0.04592,0.032357,0.032427,0.011004,-0.019819
20110630,-0.025039,-0.051194,-0.039627,-0.037668,-0.015549
20110729,-0.019538,-0.024461,-0.065583,-0.008092,0.007671
20110831,-0.066424,0.035616,-0.003585,0.016031,-0.089118
20110930,-0.018779,-0.007852,-0.068493,-0.024253,0.059861
20111031,0.075176,0.02113,0.089367,0.092871,0.150223
20111130,0.036112,0.009064,0.05244,0.038434,0.023635
20111230,0.053705,0.033142,0.078226,0.020798,-0.026495
20120131,-0.012034,-0.047144,-0.011091,0.026774,0.089485
20120229,0.038572,0.072652,-0.00257,-0.037158,0.02536
20120330,0.002659,-0.006063,0.071953,0.042612,0.045945
20120430,-0.004497,-0.044755,0.011261,-0.037418,0.009959
20120531,-0.082696,-0.021213,-0.035371,0.124045,-0.082585
20120629,0.088262,-0.016696,0.051669,0.059253,0.031347
20120731,0.014958,0.06289,0.045217,0.067556,-0.035647
20120831,0.011744,0.04106,0.001664,-0.019246,-0.025097
20120928,0.047537,0.032296,0.041492,0.016529,-0.087596
20121031,-0.003062,0.006373,0.000805,0.016531,-0.045244
20121130,-0.026983,0.008521,0.014877,-0.039989,-0.085067
20121231,-0.018039,-0.027782,0.00237,-0.047105,0.053923
20130131,0.039515,0.115363,0.097319,0.025209,0.020369
20130228,0.001667,0.013571,0.003299,0.011866,0.003089
20130328,0.006253,0.011552,0.054439,0.06386,0.045738
20130430,-0.012429,0.004042,0.007276,0.038621,0.096863
20130531,0.023711,-0.00013,-0.05504,-0.031009,0.023173
20130628,-0.001326,0.002996,0.028645,-0.004677,-0.002059
20130731,0.037631,0.050805,0.052124,0.046315,-0.036938
20130830,-0.063573,-0.030012,-0.034896,-0.057608,-0.048425
20130930,-0.01285,-0.029529,0.018256,0.013428,0.042812
20131031,0.041609,0.07622,0.068233,0.037723,0.06758
20131129,0.0501,0.042972,0.041877,0.055505,-0.016551
20131231,0.082584,-0.033365,-0.034668,-0.022837,0.088716
20140131,-0.089328,-0.051449,-0.007509,-0.050959,-0.054517
20140228,0.051432,0.026625,0.064803,0.000268,0.018134
20140331,0.014646,0.024663,0.000311,0.029585,0.042569
20140430,0.048423,0.032179,-0.026152,0.042915,0.033935
20140530,-0.01162,-0.02132,-0.044437,-0.030862,0.032034
20140630,0.001492,-0.027231,0.001688,-0.022144,0.13104
20140731,-0.017282,-0.00797,-0.024259,-0.019848,0.096764
20140829,0.01223,0.074884,0.024042,0.032618,0.037032
20140930,-0.054394,0.00758,0.006125,0.012848,-0.002864
20141031,0.028283,0.04984,0.012851,-0.002615,-0.023263
20141128,-0.056664,0.03621,0.048748,0.147765,0.101882
20141231,0.021096,0.007298,0,-0.01348,-0.025772
20150130,-0.054408,-0.067586,0.00321,-0.01048,-0.089556
20150227,0.020705,0.009966,0.1072,-0.012356,0.01362
20150331,-0.039982,-0.037472,0.013695,-0.014178,-0.059549
20150430,0.027882,-0.021566,-0.02472,-0.051064,0.040934
20150529,-0.016482,-0.014086,0.03242,-0.042153,0.066052
20150630,-0.023474,-0.001914,-0.035108,-0.044971,-0.117382
20150731,-0.047957,-0.01121,0.075455,0.014803,-0.048167
20150831,-0.040904,-0.078618,-0.098724,-0.093915,-0.005872
20150930,-0.011829,0.017971,-0.02514,0.001699,0.056062
20151030,0.112845,0.070933,0.076727,-0.117212,0.123424
20151130,-0.00423,-0.020162,-0.022768,0.027952,0.033963
20151231,-0.045432,0.061064,-0.014953,0.050136,-0.009203
20160129,-0.001283,0.03706,-0.055452,0.082545,-0.099565
20160229,0.038921,-0.017138,-0.017055,-0.000301,-0.037718
20160331,0.042919,0.025159,-0.001011,0.039946,0.093275
20160429,0.057543,-0.018473,0.103576,-0.023653,-0.063988
20160531,0.015498,0.011483,0.070009,0.065949,0.051849
20160630,0.053022,0.044793,0.014697,0.031647,0.038303
20160729,-0.051099,0.018773,0.047714,-0.000685,0.062805
20160831,-0.011917,0.020096,-0.048523,-0.014115,0.037005
20160930,0.001607,0.027946,-0.026724,0.009518,0.051825
20161031,-0.045371,-0.025409,-0.063773,-0.029118,-0.076291
20161130,0.056769,-0.05,0.023021,0.005856,0.002581
20161230,0.033906,0.019646,0.010579,-0.011501,0.045245
20170131,-0.070574,0.049828,-0.023091,-0.034433,0.015164
20170228,-0.021695,0.039612,0.085408,0.062781,-0.009777
20170331,0.008485,-0.013396,0.002638,0.023403,-0.003591
20170428,-0.00439,-0.020372,-0.008477,0.043008,0.002218
20170531,-0.004654,0.008703,-0.028007,0.052275,0.006432
20170630,0.002857,-0.010671,0.02879,-0.03715,-0.065633
20170731,-0.008547,0.050024,-0.012801,0.05695,0.051274
20170831,-0.036732,0.015966,0.032569,-0.017627,-0.003595
20170929,0.074021,-0.013981,0.052476,0.000897,0.085828
20171031,0.016711,-0.043421,-0.017927,0.117353,0.19459
20171130,0.008518,0.042275,0.043354,0.113618,-0.008299
20171229,0.004202,0.021002,-0.001103,0.020878,0.029438
20180131,0.043759,-0.052791,0.022639,0.079494,0.042894
20180228,-0.123597,-0.090572,-0.010529,-0.155628,0.030121
20180329,-0.014919,0.009679,-0.022583,-0.005777,0.056604
20180430,0.042086,-0.078491,0.031558,-0.005732,-0.008833
20180531,0.055434,0.011474,-0.009287,-0.061045,0.075165
20180629,0.018341,0.066831,0.009741,0.037679,-0.099457
20180731,-0.014747,0.045314,0.100606,0.041798,-0.032388
20180831,-0.00638,0.025593,0.048335,0.08013,0.013098
20180928,0.060496,0.003376,0.061416,-0.020342,-0.023539
20181031,-0.062809,0.074098,-0.022918,0.067831,-0.00867
20181130,0.008032,0.065742,0.081514,-0.026227,0.058234
20181231,-0.142264,-0.027405,-0.055808,-0.040758,-0.048266
20190131,0.074644,0.057302,-0.019244,0.028771,0.004049
20190228,0.089656,0.021561,0.021201,0.032975,0.130624
20190329,0.022397,0.055809,-0.0203,-0.009395,0.013973
20190430,-0.006436,0.030523,-0.043796,0.054445,-0.049534
20190531,-0.107623,-0.033527,0.031273,-0.00846,-0.130976
20190628,0.082803,0.065494,0.043353,0.089215,0.086966
20190731,-0.029623,0.083319,-0.103416,-0.000996,0.055985
20190830,-0.067375,0.018553,-0.075438,0.039953,-0.055885
20190930,0.031104,0.034517,0.010689,0.038684,0.086901
20191031,-0.043053,0.007042,0.06791,-0.011965,0.097031
20191129,0.021163,-0.019677,0.013292,0.015606,0.032461
20191231,0.024218,0.023267,0.017134,0.002351,0.031008
