caldt,vwretd,vwretx,spindx
20020510,-0.016818,-0.016828,1054.99
20020513,0.018680,0.018546,1074.56
20020514,0.021270,0.021239,1097.28
20020515,-0.005369,-0.005686,1091.07
20020516,0.006577,0.006545,1098.23
20020517,0.007806,0.007672,1106.59
20020520,-0.013180,-0.013180,1091.88
20020521,-0.011087,-0.011101,1079.88
20020522,0.005715,0.005654,1086.02
20020523,0.010190,0.010179,1097.08
20020524,-0.012327,-0.012334,1083.82
20020528,-0.008512,-0.008523,1074.55
20020529,-0.006341,-0.006480,1067.66
20020530,-0.002676,-0.002793,1064.66
20020531,0.002240,0.002240,1067.14
20020603,-0.024935,-0.024951,1040.68
20020604,0.000105,0.000098,1040.69
20020605,0.009320,0.008959,1049.90
20020606,-0.019821,-0.019870,1029.15
20020607,-0.001546,-0.001547,1027.53
20020610,0.003383,0.003370,1030.74
20020611,-0.016831,-0.016844,1013.60
20020612,0.006998,0.006833,1020.26
20020613,-0.010477,-0.010505,1009.56
20020614,-0.002054,-0.002066,1007.27
20020617,0.028663,0.028637,1036.17
20020618,0.000924,0.000901,1037.14
20020619,-0.016437,-0.016488,1019.99
20020620,-0.013501,-0.013517,1006.29
20020621,-0.017190,-0.017191,989.14
20020624,0.003660,0.003651,992.72
20020625,-0.016876,-0.016877,976.14
20020626,-0.002120,-0.002646,973.53
20020627,0.017571,0.017554,990.64
20020628,-0.001056,-0.001056,989.81
20020701,-0.021579,-0.021579,968.65
20020702,-0.020978,-0.021192,948.09
20020703,0.006182,0.006145,953.99
20020705,0.036595,0.036577,989.03
20020708,-0.011927,-0.012185,976.98
20020709,-0.024760,-0.024843,952.83
20020710,-0.033390,-0.033433,920.47
20020711,0.007639,0.007585,927.37
20020712,-0.006274,-0.006274,921.39
20020715,-0.003375,-0.003377,917.93
20020716,-0.018342,-0.018350,901.05
20020717,0.005464,0.005379,906.04
20020718,-0.027239,-0.027260,881.56
20020719,-0.037928,-0.037928,847.76
20020722,-0.032847,-0.032847,819.85
20020723,-0.026776,-0.026776,797.70
20020724,0.057541,0.057522,843.42
20020725,-0.005814,-0.005818,838.68
20020726,0.017077,0.017070,852.84
20020729,0.054307,0.054203,898.96
20020730,0.004327,0.004265,902.78
20020731,0.009920,0.009793,911.62
20020801,-0.029658,-0.029824,884.66
20020802,-0.022838,-0.022844,864.24
20020805,-0.034300,-0.034334,834.60
20020806,0.029969,0.029964,859.57
20020807,0.020293,0.020114,876.77
20020808,0.032876,0.032848,905.46
20020809,0.003703,0.003469,908.64
20020812,-0.005184,-0.005209,903.80
20020813,-0.021696,-0.021807,884.21
20020814,0.040437,0.040212,919.62
20020815,0.011664,0.011551,930.25
20020816,-0.001583,-0.001702,928.77
20020819,0.023686,0.023674,950.72
20020820,-0.013976,-0.013980,937.43
20020821,0.012840,0.012753,949.36
20020822,0.014268,0.014254,962.70
20020823,-0.022789,-0.022812,940.86
20020826,0.007781,0.007781,947.95
20020827,-0.013999,-0.014007,934.82
20020828,-0.018013,-0.018181,917.87
20020829,-0.000033,-0.000118,917.80
20020830,-0.001847,-0.001870,916.07
20020903,-0.041685,-0.041707,878.02
20020904,0.017916,0.017569,893.40
20020905,-0.015934,-0.015980,879.15
20020906,0.016837,0.016783,893.92
20020909,0.010296,0.010276,902.96
20020910,0.007358,0.007353,909.58
20020911,0.000052,-0.000111,909.45
20020912,-0.024614,-0.024838,886.91
20020913,0.003234,0.003222,889.81
20020916,0.001572,0.001541,891.10
20020917,-0.019903,-0.019908,873.52
20020918,-0.004449,-0.004534,869.46
20020919,-0.030240,-0.030261,843.32
20020920,0.002421,0.002417,845.39
20020923,-0.013856,-0.013863,833.70
20020924,-0.017242,-0.017255,819.29
20020925,0.025197,0.024947,839.66
20020926,0.018286,0.018087,854.95
20020927,-0.032400,-0.032419,827.37
20020930,-0.014676,-0.014676,815.29
20021001,0.040142,0.040142,847.91
20021002,-0.023463,-0.023687,827.91
20021003,-0.010939,-0.010962,818.95
20021004,-0.022356,-0.022356,800.58
20021007,-0.018998,-0.018998,785.28
20021008,0.017385,0.016980,798.55
20021009,-0.027320,-0.027414,776.76
20021010,0.035139,0.035031,803.92
20021011,0.039184,0.039184,835.32
20021014,0.007451,0.007451,841.44
20021015,0.047306,0.047303,881.27
20021016,-0.023981,-0.024068,860.02
20021017,0.022417,0.022397,879.20
20021018,0.005950,0.005948,884.39
20021021,0.017300,0.017300,899.72
20021022,-0.010559,-0.010561,890.16
20021023,0.006710,0.006691,896.14
20021024,-0.015268,-0.015279,882.50
20021025,0.017164,0.017163,897.65
20021028,-0.008141,-0.008141,890.23
20021029,-0.008896,-0.008997,882.15
20021030,0.009984,0.009812,890.71
20021031,-0.005451,-0.005639,885.76
20021101,0.017241,0.017241,900.96
20021104,0.008064,0.008050,908.34
20021105,0.007853,0.007822,915.39
20021106,0.009268,0.009045,923.76
20021107,-0.022657,-0.022870,902.65
20021108,-0.008776,-0.008847,894.74
20021111,-0.020847,-0.020847,876.19
20021112,0.007818,0.007778,882.95
20021113,-0.000251,-0.000602,882.53
20021114,0.024892,0.024766,904.27
20021115,0.006208,0.006127,909.83
20021118,-0.010388,-0.010436,900.36
20021119,-0.003942,-0.003942,896.74
20021120,0.019632,0.019554,914.15
20021121,0.021612,0.021565,933.76
20021122,-0.003658,-0.003669,930.55
20021125,0.002631,0.002615,932.88
20021126,-0.020650,-0.020851,913.31
20021127,0.028154,0.028068,938.87
20021129,-0.002801,-0.002859,936.31
20021202,-0.001923,-0.001931,934.53
20021203,-0.014582,-0.014599,920.75
20021204,-0.003214,-0.003542,917.57
20021205,-0.012100,-0.012141,906.55
20021206,0.006233,0.006200,912.23
20021209,-0.022088,-0.022112,892.00
20021210,0.014090,0.014067,904.45
20021211,0.000761,0.000543,904.96
20021212,-0.003809,-0.003863,901.59
20021213,-0.013341,-0.013354,889.48
20021216,0.023527,0.023487,910.40
20021217,-0.008152,-0.008172,902.99
20021218,-0.013111,-0.013195,891.12
20021219,-0.007509,-0.007712,884.25
20021220,0.013063,0.013061,895.75
20021223,0.001769,0.001763,897.38
20021224,-0.005496,-0.005504,892.47
20021226,-0.003133,-0.003133,889.66
20021227,-0.015639,-0.016065,875.40
20021230,0.004597,0.004569,879.39
20021231,0.000696,0.000578,879.82
20030102,0.033246,0.033143,909.03
20030103,-0.000367,-0.000367,908.59
20030106,0.022472,0.022471,929.01
20030107,-0.006533,-0.006578,922.93
20030108,-0.013812,-0.014135,909.93
20030109,0.019380,0.019341,927.58
20030110,-0.000159,-0.000159,927.57
20030113,-0.001301,-0.001365,926.26
20030114,0.005722,0.005722,931.66
20030115,-0.014373,-0.014534,918.22
20030116,-0.003915,-0.003930,914.60
20030117,-0.013969,-0.013971,901.78
20030121,-0.015645,-0.015648,887.62
20030122,-0.010349,-0.010449,878.36
20030123,0.009972,0.009968,887.34
20030124,-0.029159,-0.029167,861.40
20030127,-0.016181,-0.016181,847.48
20030128,0.012975,0.012975,858.54
20030129,0.006993,0.006803,864.36
20030130,-0.022557,-0.022756,844.61
20030131,0.013113,0.013113,855.70
20030203,0.005461,0.005453,860.32
20030204,-0.013943,-0.013951,848.20
20030205,-0.005392,-0.005608,843.59
20030206,-0.006321,-0.006619,838.15
20030207,-0.009932,-0.009944,829.69
20030210,0.007597,0.007564,835.97
20030211,-0.008036,-0.008076,829.20
20030212,-0.012230,-0.012597,818.68
20030213,-0.001520,-0.001648,817.37
20030214,0.021282,0.021270,834.89
20030218,0.019581,0.019492,851.17
20030219,-0.006785,-0.006970,845.13
20030220,-0.009393,-0.009429,837.10
20030221,0.013112,0.013104,848.17
20030224,-0.018206,-0.018213,832.58
20030225,0.007138,0.007134,838.57
20030226,-0.012801,-0.013223,827.55
20030227,0.011728,0.011599,837.28
20030228,0.004509,0.004490,841.15
20030303,-0.007534,-0.007541,834.81
20030304,-0.015318,-0.015326,821.99
20030305,0.009855,0.009521,829.85
20030306,-0.009021,-0.009106,822.10
20030307,0.008279,0.008249,828.89
20030310,-0.025728,-0.025758,807.48
20030311,-0.008296,-0.008315,800.73
20030312,0.004763,0.004341,804.19
20030313,0.034451,0.034407,831.90
20030314,0.001537,0.001524,833.27
20030317,0.035568,0.035531,862.79
20030318,0.004350,0.004319,866.45
20030319,0.008761,0.008705,874.02
20030320,0.002012,0.001988,875.67
20030321,0.023012,0.023012,895.79
20030324,-0.035073,-0.035079,864.23
20030325,0.012110,0.012110,874.74
20030326,-0.005364,-0.005454,869.95
20030327,-0.001528,-0.001682,868.52
20030328,-0.005695,-0.005716,863.50
20030331,-0.017780,-0.017782,848.18
20030401,0.012179,0.012168,858.48
20030402,0.026384,0.026194,880.90
20030403,-0.005007,-0.005024,876.45
20030404,0.002644,0.002641,878.85
20030407,0.001289,0.001263,879.93
20030408,-0.001538,-0.001897,878.29
20030409,-0.013950,-0.014068,865.99
20030410,0.006378,0.006378,871.58
20030411,-0.003608,-0.003672,868.30
20030414,0.019493,0.019481,885.23
20030415,0.006465,0.006378,890.81
20030416,-0.012190,-0.012205,879.91
20030417,0.015607,0.015603,893.58
20030421,-0.001818,-0.001818,892.01
20030422,0.021682,0.021681,911.37
20030423,0.008705,0.008682,919.02
20030424,-0.008316,-0.008318,911.43
20030425,-0.013862,-0.013870,898.81
20030428,0.018076,0.017930,914.84
20030429,0.003350,0.003298,917.84
20030430,-0.000962,-0.001076,916.92
20030501,-0.000452,-0.000617,916.30
20030502,0.015234,0.015224,930.08
20030505,-0.003538,-0.003572,926.55
20030506,0.008504,0.008501,934.39
20030507,-0.005106,-0.005261,929.62
20030508,-0.009991,-0.010009,920.27
20030509,0.014479,0.014234,933.41
20030512,0.012629,0.012606,945.11
20030513,-0.002764,-0.002908,942.30
20030514,-0.002883,-0.003167,939.28
20030515,0.007774,0.007664,946.67
20030516,-0.002362,-0.002472,944.30
20030519,-0.024943,-0.024963,920.77
20030520,-0.001140,-0.001144,919.73
20030521,0.004004,0.003912,923.42
20030522,0.009243,0.009243,931.87
20030523,0.001544,0.001538,933.22
20030527,0.019697,0.019693,951.48
20030528,0.002053,0.001902,953.22
20030529,-0.003851,-0.003926,949.64
20030530,0.014925,0.014873,963.59
20030602,0.003332,0.003298,967.00
20030603,0.004840,0.004833,971.56
20030604,0.015265,0.014972,986.24
20030605,0.004117,0.004053,990.14
20030606,-0.002472,-0.002528,987.76
20030609,-0.011825,-0.011846,975.93
20030610,0.009157,0.009140,984.84
20030611,0.013183,0.012843,997.48
20030612,0.000975,0.000931,998.51
20030613,-0.010008,-0.010020,988.61
20030616,0.022413,0.022386,1010.74
20030617,0.001095,0.001093,1011.66
20030618,-0.001437,-0.001512,1010.09
20030619,-0.015104,-0.015119,994.70
20030620,0.001001,0.000991,995.69
20030623,-0.014234,-0.014243,981.64
20030624,0.001990,0.001988,983.44
20030625,-0.008161,-0.008161,975.31
20030626,0.010949,0.010559,985.82
20030627,-0.009802,-0.009820,976.22
20030630,-0.001559,-0.001559,974.50
20030701,0.008154,0.007980,982.32
20030702,0.011611,0.011577,993.76
20030703,-0.007889,-0.007889,985.70
20030707,0.018744,0.018725,1004.42
20030708,0.003558,0.003212,1007.84
20030709,-0.005333,-0.005430,1002.21
20030710,-0.013370,-0.013373,988.70
20030711,0.009603,0.009545,998.14
20030714,0.006048,0.006039,1003.86
20030715,-0.003806,-0.003809,1000.42
20030716,-0.006115,-0.006198,994.00
20030717,-0.012320,-0.012337,981.73
20030718,0.011728,0.011726,993.32
20030721,-0.014638,-0.014638,978.80
20030722,0.009655,0.009655,988.11
20030723,0.000771,0.000752,988.61
20030724,-0.007269,-0.007271,981.60
20030725,0.017468,0.017454,998.68
20030728,-0.002175,-0.002175,996.52
20030729,-0.007285,-0.007438,989.28
20030730,-0.001563,-0.001698,987.49
20030731,0.003175,0.002938,990.31
20030801,-0.010252,-0.010261,980.15
20030804,0.002728,0.002718,982.82
20030805,-0.017644,-0.017677,965.46
20030806,0.001924,0.001748,967.08
20030807,0.007343,0.007302,974.12
20030808,0.003572,0.003559,977.59
20030811,0.003208,0.002959,980.59
20030812,0.010111,0.010096,990.35
20030813,-0.006115,-0.006492,984.03
20030814,0.006488,0.006480,990.51
20030815,0.000418,0.000252,990.67
20030818,0.009330,0.009283,999.74
20030819,0.002735,0.002719,1002.35
20030820,-0.002009,-0.002095,1000.30
20030821,0.003015,0.002989,1003.27
20030822,-0.010190,-0.010196,993.06
20030825,0.000658,0.000655,993.71
20030826,0.002993,0.002989,996.73
20030827,0.000334,0.000160,996.79
20030828,0.006119,0.006060,1002.84
20030829,0.005270,0.005202,1008.01
20030902,0.013941,0.013918,1021.99
20030903,0.004405,0.004115,1026.27
20030904,0.001619,0.001584,1027.97
20030905,-0.006311,-0.006329,1021.39
20030908,0.010195,0.010123,1031.64
20030909,-0.008490,-0.008495,1023.17
20030910,-0.011686,-0.011779,1010.92
20030911,0.005713,0.005412,1016.42
20030912,0.002236,0.002232,1018.63
20030915,-0.003640,-0.003676,1014.81
20030916,0.014114,0.014114,1029.32
20030917,-0.003231,-0.003264,1025.97
20030918,0.013328,0.013316,1039.58
20030919,-0.002951,-0.002967,1036.30
20030922,-0.013256,-0.013260,1022.82
20030923,0.005983,0.005978,1029.03
20030924,-0.018881,-0.018888,1009.38
20030925,-0.005729,-0.005936,1003.27
20030926,-0.006390,-0.006569,996.85
20030929,0.009571,0.009551,1006.58
20030930,-0.010382,-0.010384,995.97
20031001,0.022056,0.021962,1018.22
20031002,0.002432,0.002305,1020.24
20031003,0.009290,0.009290,1029.85
20031006,0.004461,0.004461,1034.35
20031007,0.004694,0.004649,1039.25
20031008,-0.004692,-0.005067,1033.78
20031009,0.004844,0.004844,1038.73
20031010,-0.000769,-0.000847,1038.06
20031013,0.006812,0.006812,1045.35
20031014,0.003898,0.003898,1049.48
20031015,-0.002594,-0.002798,1046.76
20031016,0.003124,0.003101,1050.07
20031017,-0.010132,-0.010135,1039.32
20031020,0.005171,0.005169,1044.68
20031021,0.001332,0.001331,1046.03
20031022,-0.014800,-0.014893,1030.36
20031023,0.003225,0.003210,1033.77
20031024,-0.004808,-0.004808,1028.91
20031027,0.002041,0.002041,1031.13
20031028,0.015162,0.015156,1046.79
20031029,0.001575,0.001387,1048.11
20031030,-0.000914,-0.001180,1046.94
20031031,0.003390,0.003385,1050.71
20031103,0.008194,0.008187,1059.02
20031104,-0.005461,-0.005473,1053.25
20031105,-0.001016,-0.001209,1051.81
20031106,0.005769,0.005687,1058.05
20031107,-0.004391,-0.004606,1053.21
20031110,-0.005751,-0.005823,1047.11
20031111,-0.000464,-0.000464,1046.57
20031112,0.011811,0.011438,1058.56
20031113,-0.000040,-0.000059,1058.41
20031114,-0.007441,-0.007622,1050.35
20031117,-0.006666,-0.006676,1043.63
20031118,-0.008659,-0.008697,1034.15
20031119,0.008253,0.008171,1042.44
20031120,-0.008429,-0.008448,1033.65
20031121,0.001325,0.001279,1035.28
20031124,0.015991,0.015983,1052.08
20031125,0.002153,0.002046,1053.89
20031126,0.004292,0.004122,1058.45
20031128,0.000257,0.000238,1058.20
20031201,0.010864,0.010821,1070.12
20031202,-0.003141,-0.003158,1066.62
20031203,-0.001255,-0.001534,1064.73
20031204,0.004582,0.004518,1069.72
20031205,-0.007591,-0.007605,1061.50
20031208,0.006946,0.006891,1069.30
20031209,-0.008243,-0.008248,1060.18
20031210,-0.000868,-0.001055,1059.05
20031211,0.011753,0.011641,1071.21
20031212,0.002678,0.002674,1074.14
20031215,-0.005515,-0.005551,1068.04
20031216,0.006368,0.006361,1075.13
20031217,0.001538,0.001433,1076.48
20031218,0.012038,0.011884,1089.18
20031219,-0.000488,-0.000510,1088.67
20031222,0.003851,0.003850,1092.94
20031223,0.002831,0.002825,1096.02
20031224,-0.001779,-0.001779,1094.04
20031226,0.001659,0.001659,1095.89
20031229,0.012699,0.012304,1109.48
20031230,0.000058,-0.000063,1109.64
20031231,0.001977,0.001961,1111.92
20040102,-0.002718,-0.002792,1108.48
20040105,0.012364,0.012359,1122.22
20040106,0.001528,0.001481,1123.67
20040107,0.002585,0.002326,1126.33
20040108,0.004679,0.004636,1131.92
20040109,-0.008475,-0.008475,1121.86
20040112,0.004793,0.004766,1127.23
20040113,-0.005393,-0.005438,1121.22
20040114,0.008278,0.008248,1130.52
20040115,0.001495,0.001482,1132.05
20040116,0.006694,0.006694,1139.83
20040120,-0.000525,-0.000529,1138.77
20040121,0.007649,0.007576,1147.62
20040122,-0.003036,-0.003051,1143.94
20040123,-0.002351,-0.002362,1141.55
20040126,0.012178,0.012178,1155.37
20040127,-0.009621,-0.009626,1144.05
20040128,-0.013277,-0.013438,1128.48
20040129,0.005016,0.004757,1134.11
20040130,-0.002478,-0.002478,1131.13
20040202,0.003640,0.003633,1135.26
20040203,0.000614,0.000609,1136.03
20040204,-0.008127,-0.008287,1126.52
20040205,0.002054,0.002027,1128.59
20040206,0.012434,0.012380,1142.76
20040209,-0.002286,-0.002483,1139.81
20040210,0.004840,0.004834,1145.54
20040211,0.011368,0.010994,1157.76
20040212,-0.004601,-0.004696,1152.11
20040213,-0.005269,-0.005357,1145.81
20040217,0.009678,0.009672,1156.99
20040218,-0.004407,-0.004543,1151.82
20040219,-0.003957,-0.003991,1147.06
20040220,-0.002500,-0.002512,1144.11
20040223,-0.002870,-0.002894,1140.99
20040224,-0.001514,-0.001517,1139.09
20040225,0.004260,0.004124,1143.67
20040226,0.001237,0.000949,1144.91
20040227,-0.000024,-0.000036,1144.94
20040301,0.009762,0.009720,1155.96
20040302,-0.005752,-0.005767,1149.10
20040303,0.001919,0.001646,1151.04
20040304,0.003157,0.003132,1154.88
20040305,0.001926,0.001922,1156.87
20040308,-0.008260,-0.008332,1147.21
20040309,-0.005721,-0.005749,1140.58
20040310,-0.014679,-0.014772,1123.89
20040311,-0.014918,-0.015209,1106.78
20040312,0.012322,0.012316,1120.57
20040315,-0.014230,-0.014253,1104.49
20040316,0.005730,0.005713,1110.70
20040317,0.011729,0.011642,1123.75
20040318,-0.001203,-0.001220,1122.32
20040319,-0.011200,-0.011203,1109.78
20040322,-0.013048,-0.013062,1095.40
20040323,-0.001156,-0.001156,1093.95
20040324,-0.002434,-0.002438,1091.33
20040325,0.016205,0.016205,1109.19
20040326,-0.000815,-0.000815,1108.06
20040329,0.013132,0.012955,1122.47
20040330,0.004022,0.004001,1127.00
20040331,-0.000659,-0.000749,1126.21
20040401,0.005424,0.005414,1132.17
20040402,0.008512,0.008440,1141.81
20040405,0.007584,0.007583,1150.57
20040406,-0.001835,-0.002147,1148.16
20040407,-0.006451,-0.006504,1140.53
20040408,-0.001078,-0.001078,1139.32
20040412,0.005075,0.005055,1145.20
20040413,-0.013717,-0.013763,1129.44
20040414,-0.001355,-0.001384,1128.17
20040415,0.000772,0.000772,1128.84
20040416,0.005128,0.005128,1134.61
20040419,0.000979,0.000976,1135.82
20040420,-0.015488,-0.015489,1118.15
20040421,0.005400,0.005331,1124.09
20040422,0.014153,0.014102,1139.93
20040423,0.000457,0.000446,1140.60
20040426,-0.004327,-0.004332,1135.53
20040427,0.002277,0.002277,1138.11
20040428,-0.013860,-0.014005,1122.41
20040429,-0.007203,-0.007484,1113.89
20040430,-0.005701,-0.005706,1107.30
20040503,0.009065,0.009062,1117.49
20040504,0.001954,0.001945,1119.55
20040505,0.001962,0.001815,1121.53
20040506,-0.006614,-0.006716,1113.99
20040507,-0.013799,-0.013799,1098.70
20040510,-0.010450,-0.010486,1087.12
20040511,0.007734,0.007520,1095.45
20040512,0.002160,0.001829,1097.28
20040513,-0.000728,-0.000802,1096.44
20040514,-0.000652,-0.000748,1095.70
20040517,-0.010458,-0.010552,1084.10
20040518,0.006922,0.006891,1091.49
20040519,-0.002406,-0.002572,1088.68
20040520,0.000429,0.000408,1089.19
20040521,0.004089,0.004081,1093.56
20040524,0.001645,0.001638,1095.41
20040525,0.016007,0.016003,1113.05
20040526,0.001853,0.001710,1114.94
20040527,0.005851,0.005739,1121.28
20040528,-0.000495,-0.000513,1120.68
20040601,0.000453,0.000445,1121.20
20040602,0.003755,0.003437,1124.99
20040603,-0.007405,-0.007423,1116.64
20040604,0.005301,0.005283,1122.50
20040607,0.015999,0.015955,1140.42
20040608,0.001497,0.001418,1142.18
20040609,-0.009407,-0.009488,1131.33
20040610,0.004535,0.004497,1136.47
20040614,-0.009595,-0.009854,1125.29
20040615,0.006175,0.006157,1132.01
20040616,0.001322,0.001300,1133.56
20040617,-0.001251,-0.001261,1132.05
20040618,0.002568,0.002566,1135.02
20040621,-0.004012,-0.004017,1130.30
20040622,0.003691,0.003671,1134.41
20040623,0.008492,0.008482,1144.06
20040624,-0.002716,-0.002927,1140.65
20040625,-0.004353,-0.004357,1134.43
20040628,-0.002032,-0.002199,1133.35
20040629,0.002597,0.002577,1136.20
20040630,0.004081,0.003981,1140.84
20040701,-0.010314,-0.010387,1128.94
20040702,-0.003150,-0.003180,1125.38
20040706,-0.008059,-0.008059,1116.21
20040707,0.002064,0.001810,1118.33
20040708,-0.008176,-0.008235,1109.11
20040709,0.003360,0.003311,1112.81
20040712,0.001347,0.001320,1114.35
20040713,0.000891,0.000843,1115.14
20040714,-0.003252,-0.003284,1111.47
20040715,-0.004479,-0.004479,1106.69
20040716,-0.004617,-0.004631,1101.39
20040719,-0.000583,-0.000583,1100.90
20040720,0.007021,0.007017,1108.67
20040721,-0.013014,-0.013097,1093.88
20040722,0.002476,0.002460,1096.84
20040723,-0.009586,-0.009598,1086.20
20040726,-0.001908,-0.001914,1084.06
20040727,0.009859,0.009859,1094.83
20040728,0.000861,0.000679,1095.42
20040729,0.004932,0.004640,1100.43
20040730,0.001215,0.001210,1101.72
20040802,0.004189,0.004187,1106.62
20040803,-0.006303,-0.006309,1099.69
20040804,-0.000739,-0.000908,1098.63
20040805,-0.016296,-0.016336,1080.70
20040806,-0.015405,-0.015461,1063.97
20040809,0.001230,0.001200,1065.22
20040810,0.012917,0.012900,1079.04
20040811,-0.002377,-0.002927,1075.79
20040812,-0.011584,-0.011607,1063.23
20040813,0.001654,0.001535,1064.80
20040816,0.013586,0.013494,1079.34
20040817,0.002233,0.002146,1081.71
20040818,0.012678,0.012488,1095.17
20040819,-0.003601,-0.003621,1091.23
20040820,0.006546,0.006546,1098.35
20040823,-0.002431,-0.002525,1095.68
20040824,0.000513,0.000499,1096.19
20040825,0.008058,0.008004,1104.96
20040826,0.000099,0.000091,1105.09
20040827,0.002605,0.002487,1107.77
20040830,-0.007672,-0.007771,1099.15
20040831,0.004626,0.004596,1104.24
20040901,0.001866,0.001545,1105.91
20040902,0.011267,0.011258,1118.31
20040903,-0.004149,-0.004161,1113.63
20040907,0.006902,0.006855,1121.30
20040908,-0.004320,-0.004500,1116.27
20040909,0.001967,0.001963,1118.38
20040910,0.004951,0.004943,1123.92
20040913,0.001872,0.001595,1125.82
20040914,0.002343,0.002341,1128.33
20040915,-0.007050,-0.007080,1120.37
20040916,0.002814,0.002787,1123.50
20040917,0.004516,0.004505,1128.55
20040920,-0.005686,-0.005688,1122.20
20040921,0.006354,0.006343,1129.30
20040922,-0.013820,-0.013840,1113.56
20040923,-0.004464,-0.004672,1108.36
20040924,0.001552,0.001552,1110.11
20040927,-0.006009,-0.006015,1103.52
20040928,0.006142,0.005969,1110.06
20040929,0.004333,0.004235,1114.80
20040930,-0.000249,-0.000260,1114.58
20041001,0.015042,0.015042,1131.50
20041004,0.003450,0.003330,1135.17
20041005,-0.000651,-0.000651,1134.48
20041006,0.007019,0.006690,1142.05
20041007,-0.009879,-0.009942,1130.65
20041008,-0.007454,-0.007468,1122.14
20041011,0.001978,0.001978,1124.39
20041012,-0.002340,-0.002340,1121.84
20041013,-0.007265,-0.007371,1113.65
20041014,-0.009290,-0.009290,1103.29
20041015,0.004392,0.004384,1108.20
20041018,0.005151,0.005151,1114.02
20041019,-0.009663,-0.009663,1103.23
20041020,0.000547,0.000476,1103.66
20041021,0.002661,0.002604,1106.49
20041022,-0.009728,-0.009728,1095.74
20041025,-0.000867,-0.000867,1094.81
20041026,0.014720,0.014719,1111.09
20041027,0.013171,0.013004,1125.40
20041028,0.001992,0.001671,1127.44
20041029,0.002484,0.002479,1130.20
20041101,0.000382,0.000381,1130.51
20041102,0.000100,0.000100,1130.54
20041103,0.011265,0.011060,1143.20
20041104,0.016264,0.016220,1161.67
20041105,0.003980,0.003962,1166.17
20041108,-0.001069,-0.001160,1164.89
20041109,-0.000257,-0.000650,1164.08
20041110,-0.000856,-0.001048,1162.91
20041111,0.009059,0.009059,1173.48
20041112,0.008980,0.008882,1184.17
20041115,0.000014,-0.003085,1183.81
20041116,-0.006985,-0.007072,1175.43
20041117,0.005632,0.005517,1181.94
20041118,0.001300,0.001282,1183.55
20041119,-0.011029,-0.011059,1170.34
20041122,0.005811,0.005796,1177.24
20041123,-0.000215,-0.000244,1176.94
20041124,0.004204,0.004159,1181.76
20041126,0.000820,0.000698,1182.65
20041129,-0.003267,-0.003437,1178.57
20041130,-0.003930,-0.003948,1173.82
20041201,0.015123,0.014797,1191.37
20041202,-0.000894,-0.000904,1190.33
20041203,0.000744,0.000740,1191.17
20041206,-0.000699,-0.000732,1190.25
20041207,-0.010808,-0.010836,1177.07
20041208,0.004761,0.004529,1182.81
20041209,0.005408,0.005370,1189.24
20041210,-0.001076,-0.001076,1188.00
20041213,0.009072,0.008971,1198.68
20041214,0.003944,0.003943,1203.38
20041215,0.002063,0.001970,1205.72
20041216,-0.002021,-0.002081,1203.21
20041217,-0.007143,-0.007149,1194.22
20041220,0.000029,-0.000045,1194.65
20041221,0.009052,0.009016,1205.45
20041222,0.003746,0.003390,1209.57
20041223,0.000530,0.000530,1210.13
20041227,-0.004327,-0.004327,1204.92
20041228,0.007054,0.007045,1213.54
20041229,0.000177,0.000024,1213.45
20041230,0.000114,0.000052,1213.55
20041231,-0.001332,-0.001332,1211.92
20050103,-0.008183,-0.008187,1202.08
20050104,-0.011433,-0.011542,1188.05
20050105,-0.003554,-0.003648,1183.74
20050106,0.003732,0.003503,1187.89
20050107,-0.001434,-0.001441,1186.19
20050110,0.003391,0.003378,1190.25
20050111,-0.006016,-0.006082,1182.99
20050112,0.004448,0.004327,1187.70
20050113,-0.008636,-0.008636,1177.45
20050114,0.006056,0.006056,1184.52
20050118,0.009760,0.009746,1195.98
20050119,-0.009411,-0.009472,1184.63
20050120,-0.007726,-0.007744,1175.41
20050121,-0.006536,-0.006547,1167.87
20050124,-0.003465,-0.003476,1163.75
20050125,0.003904,0.003904,1168.41
20050126,0.004918,0.004889,1174.07
20050127,0.000607,0.000515,1174.55
20050128,-0.002654,-0.002721,1171.36
20050131,0.008530,0.008530,1181.27
20050201,0.006962,0.006958,1189.41
20050202,0.003312,0.003185,1193.19
20050203,-0.002412,-0.002712,1189.89
20050204,0.011111,0.011099,1203.03
20050207,-0.001094,-0.001127,1201.72
20050208,0.000797,0.000587,1202.30
20050209,-0.008406,-0.008664,1191.99
20050210,0.004295,0.004258,1197.01
20050211,0.007176,0.006953,1205.30
20050214,0.000858,0.000749,1206.14
20050215,0.003244,0.003156,1210.12
20050216,0.000143,0.000028,1210.34
20050217,-0.007787,-0.007826,1200.75
20050218,0.000722,0.000722,1201.59
20050222,-0.014433,-0.014455,1184.16
20050223,0.005704,0.005631,1190.80
20050224,0.008175,0.007849,1200.20
20050225,0.009481,0.009366,1211.37
20050228,-0.006486,-0.006502,1203.60
20050301,0.005575,0.005566,1210.41
20050302,0.000169,-0.000179,1210.08
20050303,0.000380,0.000372,1210.47
20050304,0.009668,0.009665,1222.12
20050307,0.002533,0.002493,1225.31
20050308,-0.004759,-0.004863,1219.43
20050309,-0.009975,-0.010072,1207.01
20050310,0.001724,0.001687,1209.25
20050311,-0.007113,-0.007391,1200.08
