caldt,vwretd,vwretx,spindx
19800102,-0.020016,-0.020036,105.76
19800103,-0.004558,-0.004558,105.22
19800104,0.012308,0.012120,106.52
19800107,0.003118,0.003074,106.81
19800108,0.021196,0.021195,108.95
19800109,-0.000244,-0.000318,109.05
19800110,0.008331,0.008330,109.89
19800111,0.000991,0.000977,109.92
19800114,0.003513,0.003295,110.38
19800115,0.007180,0.007080,111.14
19800116,-0.000938,-0.000938,111.05
19800117,-0.003360,-0.003374,110.70
19800118,0.003572,0.003543,111.07
19800121,0.009701,0.009647,112.10
19800122,-0.005548,-0.005560,111.51
19800123,0.017748,0.017744,113.44
19800124,0.001654,0.001638,113.70
19800125,-0.000765,-0.000955,113.61
19800128,0.011111,0.010601,114.85
19800129,-0.005980,-0.006313,114.07
19800130,0.010413,0.010196,115.20
19800131,-0.009091,-0.009332,114.16
19800201,0.009060,0.008898,115.12
19800204,-0.005178,-0.007063,114.37
19800205,0.002725,0.002467,114.66
19800206,0.011094,0.010273,115.72
19800207,0.004464,0.003984,116.28
19800208,0.014556,0.014046,117.95
19800211,-0.007286,-0.007409,117.12
19800212,0.007942,0.007942,117.90
19800213,0.003401,0.003293,118.44
19800214,-0.015085,-0.015229,116.72
19800215,-0.009371,-0.009859,115.41
19800219,-0.007096,-0.007303,114.60
19800220,0.016789,0.016544,116.47
19800221,-0.010964,-0.011130,115.28
19800222,-0.001908,-0.001932,115.04
19800225,-0.013361,-0.014996,113.33
19800226,0.006659,0.006293,113.98
19800227,-0.014352,-0.014475,112.38
19800228,0.000227,0.000113,112.35
19800229,0.011372,0.011133,113.66
19800303,-0.009853,-0.010103,112.50
19800304,0.003319,0.002954,112.78
19800305,-0.014687,-0.014730,111.13
19800306,-0.022095,-0.022240,108.65
19800307,-0.016974,-0.016991,106.90
19800310,-0.002588,-0.002956,106.51
19800311,0.012512,0.012006,107.78
19800312,-0.008435,-0.008460,106.87
19800313,-0.011684,-0.011713,105.62
19800314,-0.001878,-0.002030,105.43
19800317,-0.029842,-0.029880,102.26
19800318,0.018741,0.018654,104.10
19800319,0.002137,0.002132,104.31
19800320,-0.012312,-0.012325,103.12
19800321,-0.006842,-0.006850,102.31
19800324,-0.029782,-0.029890,99.28
19800325,-0.000812,-0.001059,99.19
19800326,-0.005208,-0.005258,98.68
19800327,-0.003924,-0.004013,98.22
19800328,0.025133,0.024909,100.68
19800331,0.014728,0.014721,102.09
19800401,0.000130,0.000075,102.18
19800402,0.005748,0.005724,102.68
19800403,-0.004981,-0.005131,102.15
19800407,-0.019471,-0.019493,100.19
19800408,0.010947,0.010947,101.20
19800409,0.020337,0.020250,103.11
19800410,0.007344,0.007304,104.08
19800411,-0.003076,-0.003107,103.79
19800414,-0.009335,-0.009548,102.84
19800415,-0.001177,-0.001268,102.63
19800416,-0.011765,-0.011772,101.54
19800417,-0.004290,-0.004487,101.05
19800418,-0.005098,-0.005134,100.55
19800421,-0.007213,-0.007297,99.80
19800422,0.036561,0.036548,103.43
19800423,0.002606,0.002606,103.73
19800424,0.007045,0.007030,104.40
19800425,0.007916,0.007748,105.16
19800428,0.004324,0.003808,105.64
19800429,0.002754,0.002321,105.86
19800430,0.003885,0.003608,106.29
19800501,-0.007213,-0.007350,105.46
19800502,0.001450,0.001332,105.58
19800505,0.008683,0.007097,106.38
19800506,-0.000154,-0.000414,106.25
19800507,0.009074,0.008164,107.18
19800508,-0.008943,-0.009677,106.13
19800509,-0.012950,-0.013439,104.72
19800512,0.000978,0.000616,104.78
19800513,0.013843,0.013741,106.30
19800514,0.005543,0.005464,106.85
19800515,0.000777,0.000759,106.99
19800516,0.004352,0.004068,107.35
19800519,0.003215,0.002712,107.67
19800520,-0.000565,-0.000704,107.62
19800521,0.001289,0.001030,107.72
19800522,0.012938,0.012633,109.01
19800523,0.016973,0.015442,110.62
19800527,0.006755,0.006206,111.40
19800528,0.006867,0.006855,112.06
19800529,-0.016801,-0.016936,110.27
19800530,0.009082,0.008776,111.24
19800602,-0.003407,-0.003893,110.76
19800603,-0.002540,-0.002677,110.51
19800604,0.019581,0.019468,112.61
19800605,0.001189,0.001115,112.78
19800606,0.003865,0.003837,113.20
19800609,0.004510,0.004040,113.71
19800610,0.009113,0.008722,114.66
19800611,0.011948,0.011920,116.02
19800612,-0.003375,-0.003495,115.52
19800613,0.001615,0.001517,115.81
19800616,0.002585,0.002461,116.09
19800617,-0.000576,-0.000637,116.03
19800618,0.002061,0.002061,116.26
19800619,-0.014864,-0.014892,114.66
19800620,-0.004572,-0.004586,114.06
19800623,0.004504,0.004429,114.51
19800624,0.005874,0.005662,115.14
19800625,0.013702,0.013662,116.72
19800626,-0.003975,-0.004048,116.19
19800627,-0.001851,-0.001999,116.00
19800630,-0.015540,-0.015586,114.24
19800701,0.006141,0.006080,114.93
19800702,0.006510,0.006510,115.68
19800703,0.015211,0.015021,117.46
19800707,0.007218,0.007178,118.29
19800708,-0.003462,-0.003462,117.84
19800709,0.001043,0.000964,117.98
19800710,-0.008783,-0.008783,116.95
19800711,0.007664,0.007650,117.84
19800714,0.019151,0.018921,120.01
19800715,-0.006188,-0.006254,119.30
19800716,0.002451,0.002427,119.63
19800717,0.016045,0.016031,121.44
19800718,0.004036,0.004010,122.04
19800721,0.003831,0.003788,122.51
19800722,-0.002517,-0.002524,122.19
19800723,-0.001928,-0.001931,121.93
19800724,-0.001456,-0.001466,121.79
19800725,-0.008206,-0.008271,120.78
19800728,0.006344,0.005715,121.43
19800729,0.008229,0.007823,122.40
19800730,-0.000768,-0.000986,122.23
19800731,-0.004029,-0.004348,121.67
19800801,-0.003211,-0.003289,121.21
19800804,-0.001546,-0.002650,120.98
19800805,-0.001429,-0.001629,120.74
19800806,0.006886,0.006782,121.55
19800807,0.016581,0.015088,123.30
19800808,0.002104,0.001784,123.61
19800811,0.010294,0.009756,124.78
19800812,-0.008180,-0.008259,123.79
19800813,-0.003977,-0.004067,123.28
19800814,0.016197,0.016137,125.25
19800815,0.003678,0.003645,125.72
19800818,-0.018180,-0.018676,123.39
19800819,-0.006168,-0.006217,122.60
19800820,0.009735,0.009422,123.77
19800821,0.014061,0.013949,125.46
19800822,0.004432,0.004426,126.02
19800825,-0.005617,-0.007095,125.16
19800826,-0.002277,-0.002579,124.84
19800827,-0.010860,-0.010872,123.52
19800828,-0.011460,-0.011541,122.08
19800829,0.003053,0.002667,122.38
19800902,0.011418,0.011127,123.74
19800903,0.019456,0.019343,126.12
19800904,-0.005817,-0.006000,125.42
19800905,-0.004110,-0.004133,124.88
19800908,-0.012798,-0.012982,123.31
19800909,0.006982,0.006501,124.07
19800910,0.006345,0.006235,124.81
19800911,0.006650,0.006624,125.66
19800912,-0.000960,-0.001098,125.54
19800915,0.001049,0.000917,125.67
19800916,0.009537,0.009106,126.74
19800917,0.016938,0.016938,128.87
19800918,-0.003899,-0.003960,128.40
19800919,0.006615,0.006609,129.25
19800922,0.009215,0.009205,130.40
19800923,-0.007239,-0.007303,129.43
19800924,0.007482,0.007270,130.37
19800925,-0.012985,-0.013038,128.72
19800926,-0.018743,-0.018768,126.35
19800929,-0.021941,-0.022076,123.54
19800930,0.015651,0.015612,125.46
19801001,0.013939,0.013921,127.13
19801002,0.007146,0.007125,128.09
19801003,0.010128,0.010128,129.33
19801006,0.018189,0.017937,131.73
19801007,-0.005467,-0.005467,131.00
19801008,0.005028,0.004957,131.65
19801009,-0.004717,-0.004717,131.04
19801010,-0.005546,-0.005646,130.29
19801013,0.013262,0.013262,132.03
19801014,-0.000265,-0.000354,132.02
19801015,0.013501,0.013500,133.70
19801016,-0.012334,-0.012345,132.22
19801017,-0.004765,-0.004788,131.52
19801020,0.008375,0.008259,132.61
19801021,-0.006239,-0.006272,131.84
19801022,0.000581,0.000578,131.92
19801023,-0.018175,-0.018175,129.53
19801024,0.002809,0.002766,129.85
19801027,-0.015076,-0.015308,127.88
19801028,0.001419,0.000960,128.05
19801029,-0.000932,-0.000932,127.91
19801030,-0.013289,-0.013347,126.29
19801031,0.011214,0.009732,127.47
19801103,0.013636,0.012893,129.04
19801105,0.019406,0.017846,131.33
19801106,-0.018518,-0.018940,128.91
19801107,0.003207,0.002995,129.18
19801110,0.002718,0.002410,129.48
19801111,0.013390,0.013390,131.26
19801112,0.025655,0.025621,134.59
19801113,0.014068,0.014067,136.49
19801114,0.004926,0.004731,137.15
19801117,0.004974,0.004587,137.75
19801118,0.014502,0.014293,139.70
19801119,-0.005184,-0.005461,139.06
19801120,0.010526,0.009507,140.40
19801121,-0.008498,-0.008838,139.11
19801124,-0.004496,-0.005042,138.31
19801125,0.007517,0.007403,139.33
19801126,0.005629,0.005542,140.17
19801128,0.002451,0.002344,140.52
19801201,-0.023454,-0.023779,137.21
19801202,-0.000658,-0.001086,136.97
19801203,-0.002170,-0.002205,136.71
19801204,-0.001412,-0.001497,136.48
19801205,-0.019476,-0.019484,134.03
19801208,-0.023494,-0.023715,130.61
19801209,-0.001110,-0.001433,130.48
19801210,-0.016588,-0.016597,128.26
19801211,-0.007019,-0.007064,127.36
19801212,0.015125,0.014950,129.23
19801215,0.001121,0.000982,129.45
19801216,0.009838,0.009734,130.60
19801217,0.017260,0.017260,132.89
19801218,0.000484,0.000452,133.00
19801219,0.005794,0.005776,133.70
19801222,0.015145,0.015119,135.78
19801223,-0.003415,-0.003494,135.30
19801224,0.004504,0.004301,135.88
19801226,0.005316,0.005207,136.57
19801229,-0.011090,-0.011206,135.03
19801230,0.002500,0.002500,135.33
19801231,0.003146,0.003146,135.76
19810102,0.004645,0.004609,136.34
19810105,0.011631,0.011401,137.97
19810106,0.001732,0.001726,138.12
19810107,-0.022299,-0.022299,135.08
19810108,-0.014673,-0.014674,133.06
19810109,0.003567,0.003504,133.48
19810112,-0.000100,-0.000191,133.52
19810113,-0.001519,-0.001533,133.29
19810114,0.001324,0.001250,133.47
19810115,0.005244,0.005244,134.22
19810116,0.004648,0.004637,134.77
19810119,-0.002951,-0.003085,134.37
19810120,-0.020614,-0.020653,131.65
19810121,-0.002231,-0.002231,131.36
19810122,-0.008085,-0.008088,130.26
19810123,0.000147,0.000087,130.23
19810126,-0.003470,-0.003624,129.84
19810127,0.011213,0.010693,131.12
19810128,-0.005970,-0.006166,130.34
19810129,-0.000880,-0.000880,130.24
19810130,-0.004918,-0.004997,129.55
19810202,-0.019400,-0.020806,126.91
19810203,0.013638,0.012727,128.46
19810204,0.001049,0.000640,128.59
19810205,0.008967,0.008120,129.63
19810206,0.008564,0.008046,130.60
19810209,-0.009796,-0.010036,129.27
19810210,-0.000474,-0.000533,129.24
19810211,-0.007421,-0.007546,128.24
19810212,-0.006127,-0.006127,127.48
19810213,-0.002470,-0.003116,126.98
19810217,0.006435,0.006162,127.81
19810218,0.005352,0.005325,128.48
19810219,-0.014476,-0.014773,126.61
19810220,-0.000320,-0.000353,126.58
19810223,0.006874,0.005479,127.35
19810224,0.001403,0.000890,127.39
19810225,0.009316,0.009236,128.52
19810226,0.011859,0.011807,130.10
19810227,0.008989,0.008944,131.27
19810302,0.006444,0.005854,132.01
19810303,-0.010522,-0.010896,130.56
19810304,0.002485,0.002370,130.86
19810305,-0.006679,-0.006764,129.93
19810306,-0.000794,-0.000827,129.85
19810309,0.009919,0.009635,131.12
19810310,-0.004380,-0.004725,130.46
19810311,-0.003625,-0.003778,129.95
19810312,0.025467,0.025443,133.19
19810313,-0.001989,-0.002113,133.11
19810316,0.011912,0.011859,134.68
19810317,-0.005384,-0.005447,133.92
19810318,0.002131,0.002131,134.22
19810319,-0.006358,-0.006396,133.46
19810320,0.005342,0.005342,134.08
19810323,0.012209,0.012198,135.69
19810324,-0.007729,-0.007807,134.67
19810325,0.018266,0.018051,137.11
19810326,-0.006035,-0.006074,136.27
19810327,-0.011479,-0.011504,134.65
19810330,-0.002240,-0.002376,134.28
19810331,0.011865,0.011807,136.00
19810401,0.004563,0.004540,136.57
19810402,-0.001609,-0.001654,136.32
19810403,-0.005600,-0.005631,135.49
19810406,-0.011767,-0.011899,133.93
19810407,-0.000505,-0.000505,133.91
19810408,0.003129,0.003100,134.31
19810409,0.003350,0.003270,134.67
19810410,-0.001223,-0.001370,134.51
19810413,-0.009938,-0.010013,133.15
19810414,-0.003470,-0.003470,132.68
19810415,0.010869,0.010869,134.17
19810416,0.003728,0.003728,134.70
19810420,0.006227,0.006056,135.45
19810421,-0.009179,-0.009198,134.23
19810422,-0.000579,-0.000579,134.14
19810423,-0.001299,-0.001299,133.94
19810424,0.008844,0.008775,135.14
19810427,0.003527,0.003060,135.48
19810428,-0.008522,-0.008885,134.33
19810429,-0.009654,-0.009746,133.05
19810430,-0.001088,-0.001125,132.81
19810501,-0.001551,-0.001625,132.72
19810504,-0.013702,-0.014999,130.67
19810505,-0.002607,-0.002942,130.32
19810506,0.004021,0.003742,130.78
19810507,0.007843,0.007137,131.67
19810508,0.000054,-0.000182,131.66
19810511,-0.014661,-0.015941,129.71
19810512,0.008949,0.008849,130.72
19810513,-0.001816,-0.001886,130.55
19810514,0.005668,0.005608,131.28
19810515,0.007335,0.007203,132.17
19810518,0.002780,0.002241,132.54
19810519,-0.002811,-0.002990,132.09
19810520,-0.000282,-0.000539,132.00
19810521,-0.001724,-0.001777,131.75
19810522,-0.001445,-0.002953,131.33
19810526,0.011587,0.011147,132.77
19810527,0.007022,0.006959,133.77
19810528,-0.002205,-0.002274,133.45
19810529,-0.005323,-0.005387,132.59
19810601,-0.001037,-0.001465,132.41
19810602,-0.013433,-0.013644,130.62
19810603,0.000822,0.000725,130.71
19810604,0.002173,0.001820,130.96
19810605,0.010655,0.010643,132.22
19810608,0.000017,-0.000239,132.24
19810609,-0.002045,-0.002532,131.97
19810610,0.002859,0.002797,132.32
19810611,0.011087,0.010975,133.75
19810612,-0.001141,-0.001263,133.49
19810615,0.000469,0.000376,133.61
19810616,-0.011134,-0.011193,132.15
19810617,0.009285,0.009285,133.32
19810618,-0.012934,-0.012950,131.64
19810619,0.004640,0.004640,132.27
19810622,-0.002557,-0.002614,131.95
19810623,0.010730,0.010677,133.35
19810624,-0.005078,-0.005317,132.66
19810625,0.001624,0.001569,132.81
19810626,-0.002796,-0.002894,132.56
19810629,-0.005667,-0.005778,131.89
19810630,-0.005200,-0.005223,131.21
19810701,-0.010331,-0.010369,129.77
19810702,-0.008937,-0.008947,128.64
19810706,-0.009245,-0.009465,127.37
19810707,0.006381,0.006354,128.24
19810708,0.000739,0.000739,128.32
19810709,0.007305,0.007233,129.30
19810710,0.000219,0.000219,129.37
19810713,0.002275,0.002161,129.64
19810714,0.000664,0.000578,129.65
19810715,0.003671,0.003667,130.25
19810716,0.001275,0.001274,130.34
19810717,0.003512,0.003512,130.76
19810720,-0.015410,-0.015566,128.72
19810721,-0.003414,-0.003421,128.34
19810722,-0.009238,-0.009238,127.13
19810723,0.002399,0.002399,127.40
19810724,0.009227,0.009154,128.46
19810727,0.010440,0.010196,129.90
19810728,-0.005470,-0.005729,129.14
19810729,0.000616,0.000389,129.16
19810730,0.006288,0.006234,130.01
19810731,0.007728,0.007640,130.92
19810803,-0.002409,-0.003759,130.48
19810804,0.006042,0.005340,131.18
19810805,0.011345,0.011344,132.67
19810806,0.000265,-0.000408,132.64
19810807,-0.005295,-0.006381,131.75
19810810,0.006169,0.005456,132.54
19810811,0.010384,0.010190,133.85
19810812,-0.003792,-0.003810,133.40
19810813,0.000638,0.000579,133.51
19810814,-0.007390,-0.007446,132.49
19810817,-0.009542,-0.010004,131.22
19810818,-0.008988,-0.009177,130.11
19810819,0.003584,0.003548,130.49
19810820,0.001759,0.001504,130.69
19810821,-0.010708,-0.010769,129.23
19810824,-0.028926,-0.029133,125.50
19810825,-0.001507,-0.002854,125.13
19810826,-0.000949,-0.001323,124.96
19810827,-0.011368,-0.011368,123.51
19810828,0.004669,0.004642,124.08
19810831,-0.010460,-0.010844,122.79
19810901,0.003023,0.002635,123.02
19810902,0.003452,0.003366,123.49
19810903,-0.018255,-0.018408,121.24
19810904,-0.009557,-0.009819,120.07
19810908,-0.016618,-0.016882,117.98
19810909,0.003037,0.002624,118.40
19810910,0.015573,0.015513,120.14
19810911,0.012456,0.012267,121.61
19810914,-0.008583,-0.008718,120.66
19810915,-0.006725,-0.007131,119.77
19810916,-0.007082,-0.007111,118.87
19810917,-0.014970,-0.014999,117.15
19810918,-0.007181,-0.007249,116.26
19810921,0.008599,0.008586,117.24
19810922,-0.004609,-0.004654,116.68
19810923,-0.009116,-0.009221,115.65
19810924,-0.004623,-0.004801,115.01
19810925,-0.019137,-0.019165,112.77
19810928,0.024230,0.024193,115.53
19810929,0.003594,0.003409,115.94
19810930,0.002178,0.002143,116.18
19811001,0.007569,0.007516,117.08
19811002,0.020142,0.020117,119.36
19811005,0.001417,0.001070,119.51
19811006,-0.002882,-0.002882,119.39
19811007,0.016472,0.016463,121.31
19811008,0.008470,0.008391,122.31
19811009,-0.006509,-0.006622,121.45
19811012,-0.002389,-0.002389,121.21
19811013,-0.003534,-0.003537,120.78
19811014,-0.016613,-0.016634,118.80
19811015,0.007236,0.007236,119.71
19811016,-0.004195,-0.004196,119.19
19811019,-0.001403,-0.001552,118.98
19811020,0.010991,0.010887,120.28
19811021,-0.001219,-0.001223,120.10
19811022,-0.004364,-0.004364,119.64
19811023,-0.008581,-0.008646,118.60
19811026,-0.003784,-0.003968,118.16
19811027,0.010117,0.009575,119.29
19811028,0.001422,0.001417,119.45
19811029,-0.003403,-0.003509,119.06
19811030,0.025270,0.023727,121.89
19811102,0.019052,0.018625,124.20
19811103,0.004825,0.004825,124.80
19811104,0.001090,-0.000103,124.74
19811105,-0.008634,-0.009734,123.54
19811106,-0.006032,-0.006504,122.67
19811109,0.004767,0.004586,123.29
19811110,-0.004527,-0.004585,122.70
19811111,0.002354,0.002354,122.92
19811112,0.001731,0.001687,123.19
19811113,-0.012461,-0.012614,121.67
19811116,-0.011177,-0.011843,120.24
19811117,0.008078,0.007706,121.15
19811118,-0.006732,-0.007067,120.26
19811119,0.003753,0.003672,120.71
19811120,0.008666,0.008472,121.71
19811123,-0.000089,-0.001584,121.60
19811124,0.016827,0.016213,123.51
19811125,0.004134,0.004030,124.05
19811127,0.008348,0.008267,125.09
19811130,0.010182,0.009890,126.35
19811201,-0.000922,-0.001506,126.10
19811202,-0.011490,-0.011532,124.69
19811203,0.004564,0.004521,125.12
19811204,0.008015,0.007940,126.26
19811207,-0.008095,-0.008290,125.19
19811208,-0.003048,-0.003175,124.82
19811209,0.005764,0.005376,125.48
19811210,0.001667,0.001612,125.71
19811211,-0.006413,-0.006478,124.93
19811214,-0.016231,-0.016422,122.78
19811215,0.001246,0.001009,122.99
19811216,-0.004127,-0.004165,122.42
19811217,0.005846,0.005815,123.12
19811218,0.006813,0.006801,124.00
19811221,-0.004427,-0.004460,123.34
19811222,-0.003763,-0.003793,122.88
19811223,-0.004552,-0.004652,122.31
19811224,0.002027,0.001811,122.54
19811228,-0.001984,-0.002087,122.27
19811229,-0.004867,-0.005001,121.67
19811230,0.005087,0.005055,122.30
19811231,0.002130,0.002130,122.55
19820104,0.002232,0.001953,122.74
19820105,-0.021720,-0.021819,120.05
19820106,-0.007206,-0.007206,119.18
19820107,-0.002657,-0.002657,118.93
19820108,0.005435,0.005435,119.55
19820111,-0.023498,-0.023668,116.78
19820112,-0.003562,-0.003604,116.30
19820113,-0.012921,-0.012921,114.88
19820114,0.006533,0.006436,115.54
19820115,0.005813,0.005811,116.33
19820118,0.008459,0.008323,117.22
19820119,-0.010489,-0.010557,115.97
19820120,-0.006316,-0.006316,115.27
19820121,0.004315,0.004315,115.75
19820122,-0.003604,-0.003649,115.38
19820125,0.000563,0.000411,115.41
19820126,-0.001140,-0.001518,115.19
19820127,0.005016,0.005016,115.74
19820128,0.027047,0.027046,118.92
19820129,0.012485,0.012389,120.40
19820201,-0.020543,-0.021754,117.78
19820202,0.003084,0.002316,118.01
19820203,-0.011544,-0.012407,116.48
19820204,0.000099,-0.001239,116.42
19820205,0.008615,0.007718,117.26
19820208,-0.022172,-0.022527,114.63
19820209,-0.007803,-0.007901,113.68
19820210,0.008139,0.008027,114.66
19820211,-0.001226,-0.001850,114.43
19820212,-0.000495,-0.000495,114.38
19820216,-0.002534,-0.002719,114.06
19820217,-0.002807,-0.003030,113.69
19820218,0.001573,0.001283,113.82
19820219,-0.004057,-0.004099,113.22
19820222,-0.013826,-0.015549,111.59
19820223,0.000380,-0.000122,111.51
19820224,0.017631,0.017508,113.47
19820225,-0.002417,-0.002490,113.21
19820226,-0.001069,-0.001139,113.11
19820301,0.002524,0.001956,113.31
19820302,-0.005123,-0.005421,112.68
19820303,-0.014852,-0.015122,110.92
19820304,-0.010035,-0.010329,109.88
19820305,-0.004368,-0.004429,109.34
19820308,-0.016658,-0.016918,107.34
19820309,0.012176,0.011549,108.83
19820310,0.005876,0.005860,109.41
19820311,-0.000702,-0.000914,109.36
19820312,-0.007072,-0.007246,108.61
19820315,0.008174,0.008050,109.45
19820316,-0.001778,-0.001810,109.28
19820317,-0.001671,-0.001671,109.08
19820318,0.011527,0.011424,110.30
19820319,0.002344,0.002344,110.61
19820322,0.020175,0.020157,112.77
19820323,0.006390,0.006390,113.55
19820324,-0.004887,-0.005021,112.97
19820325,0.002678,0.002577,113.21
19820326,-0.010908,-0.010951,111.94
19820329,0.002433,0.002349,112.30
19820330,0.000572,0.000271,112.27
19820331,-0.002752,-0.002783,111.96
19820401,0.016158,0.016100,113.79
19820402,0.011907,0.011738,115.12
19820405,-0.003744,-0.003885,114.73
19820406,0.005729,0.005692,115.36
19820407,0.000847,0.000847,115.46
19820408,0.006759,0.006663,116.22
19820412,-0.001952,-0.002057,116.00
19820413,0.000054,0.000050,115.99
19820414,-0.000922,-0.000946,115.83
19820415,0.004318,0.004318,116.35
19820416,0.004544,0.004544,116.81
19820419,-0.000980,-0.001150,116.70
19820420,-0.010869,-0.010978,115.44
19820421,0.002529,0.002529,115.72
19820422,0.012268,0.012268,117.19
19820423,0.012981,0.012950,118.64
19820426,0.005191,0.005016,119.26
19820427,-0.010288,-0.010542,118.00
19820428,-0.006783,-0.006783,117.26
19820429,-0.009484,-0.009484,116.13
19820430,0.002360,0.002307,116.44
19820503,0.004494,0.003286,116.81
19820504,0.006767,0.005784,117.46
19820505,0.001872,0.001586,117.67
19820506,0.009502,0.008311,118.68
19820507,0.008092,0.006958,119.47
19820510,-0.008810,-0.009354,118.38
19820511,0.008942,0.008704,119.42
19820512,-0.003724,-0.003756,119.17
19820513,-0.006609,-0.006659,118.22
19820514,-0.001516,-0.001622,118.01
19820517,-0.010430,-0.011025,116.71
19820518,-0.007621,-0.007873,115.84
19820519,-0.007771,-0.008029,114.89
19820520,-0.002154,-0.002370,114.59
19820521,0.002798,0.002578,114.89
19820524,0.001096,-0.000884,114.79
19820525,-0.002929,-0.003360,114.40
19820526,-0.011613,-0.011747,113.11
19820527,-0.003696,-0.003745,112.66
19820528,-0.006518,-0.006979,111.88
19820601,-0.001512,-0.001884,111.68
19820602,0.003566,0.003551,112.04
19820603,-0.001492,-0.001822,111.86
19820604,-0.015613,-0.015782,110.09
19820607,0.000706,0.000286,110.12
19820608,-0.004386,-0.004558,109.63
19820609,-0.005387,-0.005786,108.99
19820610,0.005627,0.005537,109.61
19820611,0.015669,0.015446,111.24
19820614,-0.011906,-0.011979,109.96
19820615,-0.002173,-0.002185,109.69
19820616,-0.007237,-0.007374,108.87
19820617,-0.010412,-0.010444,107.60
19820618,-0.003824,-0.003838,107.28
19820621,-0.000247,-0.000287,107.20
19820622,0.010180,0.010141,108.30
19820623,0.017696,0.017573,110.14
19820624,-0.003105,-0.003339,109.83
19820625,-0.005915,-0.005931,109.14
19820628,0.009835,0.009708,110.26
19820629,0.000582,0.000463,110.21
19820630,-0.005994,-0.006036,109.61
19820701,-0.008096,-0.008146,108.71
19820702,-0.009315,-0.009610,107.65
19820706,-0.002604,-0.002672,107.29
19820707,-0.000516,-0.000550,107.22
19820708,0.002881,0.002881,107.53
19820709,0.012153,0.012064,108.83
19820712,0.007073,0.006956,109.57
19820713,-0.001200,-0.001203,109.45
19820714,0.009067,0.008959,110.44
19820715,0.000110,0.000108,110.47
19820716,0.005727,0.005727,111.07
19820719,-0.003002,-0.003155,110.73
19820720,0.006901,0.006831,111.54
19820721,-0.000506,-0.000506,111.42
19820722,0.000560,0.000560,111.47
19820723,-0.003233,-0.003265,111.17
19820726,-0.006754,-0.006933,110.36
19820727,-0.008525,-0.008841,109.43
19820728,-0.015161,-0.015424,107.73
19820729,-0.000020,-0.000020,107.72
19820730,-0.005474,-0.005532,107.09
19820802,0.019359,0.018082,108.98
19820803,-0.009697,-0.010226,107.83
19820804,-0.015239,-0.015685,106.14
19820805,-0.007739,-0.008960,105.16
19820806,-0.012969,-0.013397,103.71
19820809,-0.004917,-0.006555,103.08
19820810,-0.001972,-0.002174,102.84
19820811,-0.002261,-0.002352,102.60
19820812,-0.002017,-0.002048,102.42
19820813,0.014528,0.014506,103.85
19820816,0.002617,0.001943,104.09
19820817,0.047738,0.047539,109.04
19820818,-0.002835,-0.003034,108.53
19820819,0.003898,0.003676,109.16
19820820,0.035524,0.035467,113.02
19820823,0.027747,0.027322,116.11
19820824,-0.006399,-0.006422,115.34
19820825,0.020514,0.018824,117.58
19820826,0.009098,0.008741,118.55
19820827,-0.011770,-0.011770,117.11
19820830,0.004988,0.004507,117.66
19820831,0.015682,0.015377,119.51
19820901,-0.009823,-0.009916,118.25
19820902,0.017007,0.016962,120.28
19820903,0.020409,0.020086,122.68
19820907,-0.010616,-0.010915,121.37
19820908,0.006792,0.006733,122.20
19820909,-0.001890,-0.002342,121.97
19820910,-0.008035,-0.008135,120.97
19820913,0.010984,0.010740,122.24
19820914,0.007915,0.007739,123.10
19820915,0.009009,0.008960,124.29
19820916,-0.003463,-0.003493,123.77
19820917,-0.010647,-0.010707,122.55
19820920,0.000560,0.000538,122.51
19820921,0.019664,0.019624,124.88
19820922,-0.007540,-0.007540,123.99
19820923,-0.001280,-0.001346,123.81
19820924,-0.004155,-0.004262,123.32
19820927,0.002556,0.002509,123.62
19820928,-0.002747,-0.003023,123.24
19820929,-0.012826,-0.013026,121.63
19820930,-0.010160,-0.010192,120.42
19821001,0.012777,0.012739,121.97
19821004,-0.002776,-0.003170,121.51
19821005,0.003841,0.003755,121.98
19821006,0.033086,0.033086,125.97
19821007,0.022503,0.022503,128.80
19821008,0.018945,0.018787,131.05
19821011,0.024478,0.024478,134.47
19821012,-0.000659,-0.000670,134.44
19821013,0.018157,0.018157,136.71
19821014,-0.016853,-0.016875,134.57
19821015,-0.007132,-0.007146,133.57
19821018,0.023692,0.023574,136.73
19821019,-0.001052,-0.001121,136.58
19821020,0.020164,0.020164,139.23
19821021,-0.001561,-0.001561,139.06
19821022,-0.002121,-0.002160,138.83
19821025,-0.039540,-0.039654,133.32
19821026,0.009378,0.009101,134.48
19821027,0.006411,0.006411,135.28
19821028,-0.012979,-0.013066,133.59
19821029,0.001991,0.001008,133.71
19821101,0.013862,0.013427,135.47
19821102,0.015134,0.015134,137.49
19821103,0.039632,0.039294,142.87
19821104,-0.006198,-0.007578,141.85
19821105,0.003798,0.002654,142.16
19821108,-0.011461,-0.011595,140.44
19821109,0.018194,0.018111,143.02
19821110,-0.013726,-0.013796,141.16
19821111,0.004847,0.004847,141.76
19821112,-0.014174,-0.014266,139.53
19821115,-0.018768,-0.019413,137.03
19821116,-0.010937,-0.011280,135.42
19821117,0.018349,0.018191,137.93
19821118,0.003615,0.003500,138.34
19821119,-0.008613,-0.008743,137.02
19821122,-0.021679,-0.021699,134.22
19821123,-0.008218,-0.009566,132.93
19821124,0.008182,0.007503,133.88
19821126,0.007532,0.007435,134.88
